8 0 0 1
2 3 1 2
2 1 0 3
2 3 1 0
7 3 2 2
7 2 1 2
7 2 1 2
9 2 1 1
8 1 1 3
2 1 3 0
2 2 1 2
2 2 2 1
8 0 2 0
7 0 2 0
9 3 0 3
8 3 1 0
2 2 2 3
2 1 2 1
15 1 3 2
7 2 2 2
9 0 2 0
2 3 1 2
2 3 1 1
5 1 3 1
7 1 3 1
9 0 1 0
8 0 3 1
2 0 3 2
2 2 2 0
10 0 3 3
7 3 1 3
7 3 1 3
9 3 1 1
8 1 3 0
7 3 0 3
11 3 0 3
2 1 1 1
2 2 2 2
12 3 2 1
7 1 1 1
9 1 0 0
8 0 3 2
2 1 0 0
2 3 1 3
2 3 3 1
9 0 0 0
7 0 1 0
9 0 2 2
8 2 2 3
2 2 0 1
2 3 3 2
2 2 2 0
6 1 2 1
7 1 3 1
9 1 3 3
2 1 3 0
2 1 3 1
7 1 2 2
7 2 2 2
9 3 2 3
8 3 3 0
2 0 2 3
2 2 1 2
3 2 3 2
7 2 3 2
7 2 2 2
9 2 0 0
8 0 3 1
2 1 3 2
7 3 0 3
11 3 2 3
2 2 0 0
10 0 3 3
7 3 3 3
9 3 1 1
8 1 1 3
2 2 0 1
7 0 0 2
11 2 3 2
2 1 1 0
6 1 2 2
7 2 1 2
7 2 2 2
9 2 3 3
7 1 0 2
11 2 0 2
2 1 2 1
7 0 2 2
7 2 3 2
9 2 3 3
8 3 0 2
2 1 1 3
9 3 0 1
7 1 3 1
9 1 2 2
2 2 2 3
2 2 0 1
7 1 0 0
11 0 2 0
3 1 3 1
7 1 2 1
7 1 1 1
9 1 2 2
8 2 2 0
7 3 0 2
11 2 2 2
2 0 3 3
2 3 2 1
12 3 2 1
7 1 1 1
9 1 0 0
8 0 2 3
2 2 1 0
2 3 0 2
2 3 0 1
2 2 1 0
7 0 1 0
9 3 0 3
8 3 0 1
7 1 0 2
11 2 2 2
2 0 2 0
2 0 0 3
12 3 2 3
7 3 3 3
9 3 1 1
8 1 0 3
2 1 1 0
2 0 2 1
8 0 2 0
7 0 2 0
9 0 3 3
2 2 0 0
2 1 2 1
2 1 1 2
15 1 0 2
7 2 3 2
9 2 3 3
8 3 0 0
7 0 0 1
11 1 3 1
2 3 2 3
7 0 0 2
11 2 1 2
1 3 2 3
7 3 3 3
7 3 1 3
9 0 3 0
8 0 3 2
2 0 2 1
2 1 2 0
7 3 0 3
11 3 1 3
11 0 1 1
7 1 2 1
9 1 2 2
8 2 3 3
2 3 3 1
7 0 0 0
11 0 0 0
2 0 3 2
2 2 1 1
7 1 3 1
9 1 3 3
7 2 0 1
11 1 3 1
2 1 2 2
1 1 2 2
7 2 3 2
9 2 3 3
8 3 1 1
7 3 0 0
11 0 3 0
2 2 3 2
2 2 0 3
3 2 3 2
7 2 1 2
9 1 2 1
8 1 3 3
2 2 2 0
2 2 3 1
2 3 2 2
6 0 2 1
7 1 3 1
7 1 2 1
9 3 1 3
8 3 0 1
2 3 3 3
2 0 1 2
2 0 1 0
1 3 2 0
7 0 1 0
9 1 0 1
7 0 0 0
11 0 0 0
2 1 2 3
2 2 3 0
7 0 2 0
9 1 0 1
2 2 0 0
2 2 0 3
2 1 2 2
2 3 0 0
7 0 2 0
7 0 2 0
9 0 1 1
8 1 0 0
2 1 2 3
7 1 0 1
11 1 1 1
2 0 1 2
9 3 3 1
7 1 3 1
7 1 3 1
9 0 1 0
7 2 0 2
11 2 1 2
7 2 0 1
11 1 1 1
7 0 0 3
11 3 0 3
2 3 1 3
7 3 3 3
9 3 0 0
8 0 3 1
2 0 0 3
2 3 2 0
2 3 2 2
4 3 2 2
7 2 1 2
9 2 1 1
8 1 0 3
2 0 0 2
7 3 0 1
11 1 2 1
7 3 0 0
11 0 1 0
7 0 2 0
7 0 2 0
9 0 3 3
2 3 1 2
2 2 3 0
6 1 2 0
7 0 1 0
7 0 3 0
9 0 3 3
2 0 2 1
2 1 1 0
7 3 0 2
11 2 2 2
11 0 1 2
7 2 3 2
9 3 2 3
8 3 2 1
2 0 3 2
2 2 0 3
15 0 3 3
7 3 3 3
7 3 3 3
9 1 3 1
2 2 1 2
2 0 1 3
2 0 2 0
3 2 3 0
7 0 2 0
9 0 1 1
2 2 1 0
7 2 0 2
11 2 0 2
2 1 2 3
13 0 3 0
7 0 2 0
7 0 1 0
9 1 0 1
2 2 2 0
2 3 3 2
6 0 2 0
7 0 2 0
9 0 1 1
8 1 3 3
2 2 2 1
2 0 3 2
2 1 2 0
7 0 2 1
7 1 3 1
9 3 1 3
8 3 3 2
2 3 3 3
7 3 0 0
11 0 3 0
2 2 0 1
6 1 0 3
7 3 1 3
9 3 2 2
8 2 3 1
2 2 2 3
2 2 2 2
2 1 2 0
15 0 3 0
7 0 1 0
9 1 0 1
8 1 1 2
2 1 0 1
2 1 0 3
2 2 3 0
15 3 0 0
7 0 2 0
9 2 0 2
8 2 3 0
2 2 0 3
2 0 1 2
7 1 2 2
7 2 1 2
9 2 0 0
8 0 0 1
2 3 2 2
7 1 0 0
11 0 1 0
7 0 2 0
7 0 3 0
9 1 0 1
8 1 2 0
7 3 0 3
11 3 0 3
2 3 3 1
4 3 2 1
7 1 3 1
9 0 1 0
2 1 3 3
2 0 3 2
2 1 1 1
9 1 3 3
7 3 2 3
9 3 0 0
8 0 2 2
2 2 1 0
7 2 0 1
11 1 3 1
2 2 1 3
14 0 1 3
7 3 2 3
7 3 2 3
9 3 2 2
8 2 0 1
2 3 2 3
2 3 2 2
5 3 0 2
7 2 3 2
7 2 3 2
9 1 2 1
7 0 0 0
11 0 1 0
2 2 1 2
7 3 0 3
11 3 2 3
3 2 3 2
7 2 3 2
9 2 1 1
8 1 1 2
2 1 1 3
2 0 0 1
9 3 0 1
7 1 3 1
9 1 2 2
8 2 0 1
2 2 3 2
7 0 0 3
11 3 2 3
3 2 3 0
7 0 3 0
9 1 0 1
2 0 1 3
2 2 0 0
3 2 3 0
7 0 1 0
9 0 1 1
8 1 3 0
2 3 3 2
2 2 0 1
2 3 3 3
6 1 2 3
7 3 3 3
9 0 3 0
8 0 0 1
2 0 0 3
2 0 3 0
4 3 2 3
7 3 3 3
7 3 1 3
9 1 3 1
8 1 2 3
2 2 1 1
2 3 3 0
6 1 2 2
7 2 3 2
9 2 3 3
2 2 0 2
7 1 0 0
11 0 1 0
2 1 0 1
9 1 0 1
7 1 2 1
7 1 1 1
9 1 3 3
8 3 3 2
2 1 3 3
2 1 3 1
7 3 0 0
11 0 3 0
2 3 1 0
7 0 1 0
9 0 2 2
8 2 0 1
7 3 0 0
11 0 2 0
2 1 2 2
13 0 3 0
7 0 2 0
7 0 1 0
9 1 0 1
8 1 0 0
7 1 0 1
11 1 1 1
2 0 0 3
2 2 1 2
12 3 2 2
7 2 3 2
9 0 2 0
8 0 0 1
2 3 1 2
2 3 1 3
2 1 2 0
9 0 0 0
7 0 3 0
9 1 0 1
2 1 0 3
2 2 1 0
2 2 3 2
13 0 3 3
7 3 1 3
7 3 2 3
9 1 3 1
8 1 0 3
2 0 2 1
2 3 1 2
0 0 2 0
7 0 3 0
7 0 2 0
9 0 3 3
8 3 0 2
2 1 0 3
2 0 0 0
2 1 3 1
2 3 1 1
7 1 1 1
9 2 1 2
8 2 0 0
2 3 1 2
7 2 0 1
11 1 1 1
7 3 2 1
7 1 1 1
9 1 0 0
8 0 1 2
7 1 0 1
11 1 3 1
2 2 3 0
2 0 1 3
2 3 0 0
7 0 1 0
9 0 2 2
8 2 2 1
2 1 2 0
7 2 0 3
11 3 1 3
2 1 1 2
9 3 0 3
7 3 3 3
7 3 1 3
9 1 3 1
7 3 0 3
11 3 0 3
2 0 0 2
2 3 3 0
0 2 0 2
7 2 2 2
7 2 3 2
9 1 2 1
8 1 3 0
2 3 3 2
2 0 0 1
7 2 0 3
11 3 1 3
11 3 1 1
7 1 3 1
7 1 3 1
9 1 0 0
7 2 0 3
11 3 2 3
2 3 0 1
7 2 0 2
11 2 2 2
14 2 1 1
7 1 1 1
9 1 0 0
8 0 2 1
7 0 0 0
11 0 2 0
2 3 3 2
2 1 2 3
7 3 2 2
7 2 2 2
9 2 1 1
8 1 0 0
2 1 3 1
2 3 3 2
2 2 3 3
15 1 3 1
7 1 3 1
9 0 1 0
8 0 1 1
2 0 1 2
2 2 0 0
10 0 3 2
7 2 2 2
9 2 1 1
8 1 1 2
7 2 0 0
11 0 3 0
2 0 2 3
7 1 0 1
11 1 2 1
6 1 0 3
7 3 2 3
9 2 3 2
2 1 3 0
2 1 1 1
7 2 0 3
11 3 2 3
15 1 3 3
7 3 3 3
7 3 1 3
9 3 2 2
8 2 2 3
7 2 0 2
11 2 0 2
2 0 3 1
7 0 2 2
7 2 1 2
9 2 3 3
8 3 1 2
7 3 0 0
11 0 2 0
2 0 1 3
3 0 3 1
7 1 1 1
9 2 1 2
8 2 0 1
2 1 2 3
2 2 2 2
13 0 3 0
7 0 2 0
9 1 0 1
2 0 0 2
2 3 3 0
2 2 2 3
4 2 3 3
7 3 1 3
9 3 1 1
8 1 2 2
2 0 3 1
2 1 0 0
2 0 2 3
11 0 1 1
7 1 2 1
9 2 1 2
8 2 2 1
7 1 0 2
11 2 0 2
2 2 3 3
4 2 3 0
7 0 3 0
9 0 1 1
8 1 2 0
7 3 0 1
11 1 3 1
7 0 0 3
11 3 1 3
11 3 1 2
7 2 2 2
7 2 3 2
9 2 0 0
8 0 2 1
2 1 0 0
7 3 0 2
11 2 2 2
2 0 1 3
8 0 2 0
7 0 3 0
9 0 1 1
8 1 0 0
7 2 0 1
11 1 2 1
12 3 2 2
7 2 3 2
9 0 2 0
7 2 0 1
11 1 1 1
2 3 1 2
2 2 1 3
7 1 2 2
7 2 3 2
7 2 2 2
9 0 2 0
2 0 2 3
2 2 3 1
2 3 2 2
4 3 2 3
7 3 3 3
7 3 1 3
9 0 3 0
8 0 1 1
2 0 1 2
2 3 1 3
2 2 3 0
5 3 0 3
7 3 3 3
9 3 1 1
8 1 3 3
2 1 3 0
2 1 3 1
7 1 0 2
11 2 2 2
8 0 2 2
7 2 3 2
9 3 2 3
8 3 1 1
2 1 2 3
2 3 0 2
9 3 0 3
7 3 2 3
9 3 1 1
2 0 3 3
2 2 2 0
6 0 2 0
7 0 2 0
9 1 0 1
2 3 3 0
2 2 3 3
7 3 1 3
9 1 3 1
8 1 0 0
